FIPS,STNAME,CTYNAME,AG1pop,AG2pop,AG3pop,AG4pop,AG5pop,TOT_POP,AG1per,AG2per,AG3per,AG4per,AG5per,AG1hosp,AG2hosp,AG3hosp,AG4hosp,AG5hosp,HospRate
1055,Alabama,Etowah County,24279,30826,27909,11631,7856,102501,0.236865982,0.300738529,0.27228027,0.113472064,0.076643155,0.021081072,0.0262244,0.062324954,0.043573272,0.037992012,0.19119571
1057,Alabama,Fayette County,3821,4649,4491,1987,1485,16433,0.232519929,0.282906347,0.273291547,0.120915232,0.090366945,0.020694274,0.024669433,0.062556435,0.046431449,0.044794894,0.199146486
1059,Alabama,Franklin County,8397,9592,8078,3005,2291,31363,0.267735867,0.305838089,0.257564646,0.095813538,0.073047859,0.023828492,0.026669081,0.058956548,0.036792399,0.036209824,0.182456343
1061,Alabama,Geneva County,6317,7323,7333,3096,2245,26314,0.240062324,0.278292924,0.27867295,0.117656001,0.085315801,0.021365547,0.024267143,0.063788238,0.045179904,0.042291043,0.196891875
1063,Alabama,Greene County,1991,2246,2159,1072,765,8233,0.241831653,0.272804567,0.262237338,0.130207701,0.092918742,0.021523017,0.023788558,0.060026127,0.049999757,0.04605982,0.201397279
1065,Alabama,Hale County,3754,4302,3841,1638,1191,14726,0.254923265,0.292136357,0.260831183,0.111231835,0.08087736,0.022688171,0.02547429,0.059704258,0.042713025,0.040090907,0.190670651
1067,Alabama,Henry County,3891,4754,4654,2362,1548,17209,0.226102621,0.276250799,0.270439886,0.137253763,0.089952932,0.020123133,0.02408907,0.06190369,0.052705445,0.044589668,0.203411006
1069,Alabama,Houston County,26371,32360,27352,10921,7718,104722,0.251819102,0.309008613,0.261186761,0.104285632,0.073699891,0.0224119,0.026945551,0.05978565,0.040045683,0.036533036,0.18572182
1071,Alabama,Jackson County,11890,14808,14665,6080,4293,51736,0.229820628,0.28622236,0.283458327,0.117519715,0.08297897,0.020454036,0.02495859,0.064883611,0.045127571,0.041132676,0.196556483
1073,Alabama,Jefferson County,166689,221066,166998,61585,42962,659300,0.252827241,0.33530411,0.25329592,0.093409677,0.065163052,0.022501624,0.029238518,0.057979436,0.035869316,0.032301325,0.17789022
1075,Alabama,Lamar County,3243,3769,3834,1648,1350,13844,0.234253106,0.272247905,0.27694308,0.11904074,0.097515169,0.020848526,0.023740017,0.063392271,0.045711644,0.048338269,0.202030728
1077,Alabama,Lauderdale County,20911,28602,24311,10595,7968,92387,0.226341368,0.309589011,0.263143083,0.114680637,0.0862459,0.020144382,0.026996162,0.060233452,0.044037365,0.042752093,0.194163453
1079,Alabama,Lawrence County,7785,9444,9577,3666,2485,32957,0.236216889,0.286555208,0.29059077,0.111235853,0.07540128,0.021023303,0.024987614,0.066516227,0.042714567,0.037376415,0.192618127
1081,Alabama,Lee County,42578,64871,37011,12160,7321,163941,0.259715385,0.395697233,0.225758047,0.074173026,0.044656309,0.023114669,0.034504799,0.051676017,0.028482442,0.022136133,0.159914059
1083,Alabama,Limestone County,23756,30802,27008,8822,5786,96174,0.247010627,0.320273671,0.280824339,0.091729573,0.06016179,0.021983946,0.027927864,0.064280691,0.035224156,0.029822199,0.179238857
1085,Alabama,Lowndes County,2440,2883,2771,1069,811,9974,0.244636054,0.289051534,0.277822338,0.107178665,0.08131141,0.021772609,0.025205294,0.063593533,0.041156607,0.040306066,0.192034109
1087,Alabama,Macon County,4201,5931,4551,2272,1484,18439,0.227832312,0.321655187,0.246813819,0.123217094,0.080481588,0.020277076,0.028048332,0.056495683,0.047315364,0.039894723,0.192031178
1089,Alabama,Madison County,90000,120494,100900,31777,23348,366519,0.245553437,0.328752398,0.275292686,0.086699462,0.063702018,0.021854256,0.028667209,0.063014496,0.033292593,0.03157709,0.178405644
1091,Alabama,Marengo County,4744,5485,5100,2078,1659,19066,0.248819889,0.287684884,0.26749187,0.108989825,0.087013532,0.02214497,0.025086122,0.061228889,0.041852093,0.043132608,0.193444682
1093,Alabama,Marion County,6814,8315,8313,3485,2836,29763,0.228941975,0.279373719,0.279306522,0.117091691,0.095286093,0.020375836,0.024361388,0.063933263,0.044963209,0.047233317,0.200867013
1095,Alabama,Marshall County,26127,28703,24904,9430,6945,96109,0.27184759,0.298650491,0.259122455,0.098117762,0.072261703,0.024194435,0.026042323,0.05931313,0.037677221,0.035820126,0.183047235
1097,Alabama,Mobile County,106968,134213,105535,40078,26963,413757,0.258528557,0.324376385,0.255065171,0.096863618,0.065166269,0.023009042,0.028285621,0.058384418,0.037195629,0.03230292,0.179177629
1099,Alabama,Monroe County,5074,5813,5905,2387,1888,21067,0.240850619,0.275929178,0.280296198,0.113305169,0.089618835,0.021435705,0.024061024,0.0641598,0.043509185,0.044424057,0.197589771
1101,Alabama,Montgomery County,59055,76774,55761,20192,13981,225763,0.261579621,0.340064581,0.246989099,0.089438925,0.061927774,0.023280586,0.029653631,0.056535805,0.034344547,0.030697597,0.174512167
1103,Alabama,Morgan County,29809,35790,32687,12081,8722,119089,0.250308593,0.300531535,0.274475392,0.101445138,0.073239342,0.022277465,0.02620635,0.062827417,0.038954933,0.036304742,0.186570907
1105,Alabama,Perry County,2483,2700,2183,940,834,9140,0.27166302,0.295404814,0.238840263,0.102844639,0.091247265,0.024178009,0.0257593,0.054670536,0.039492341,0.045231269,0.189331455
1107,Alabama,Pickens County,4368,6184,5593,2140,1653,19938,0.219079145,0.310161501,0.280519611,0.107332731,0.082907012,0.019498044,0.027046083,0.064210939,0.041215769,0.041097006,0.19306784
1109,Alabama,Pike County,8234,13030,7087,2877,2110,33338,0.246985422,0.390845282,0.212580239,0.086297918,0.063291139,0.021981703,0.034081709,0.048659617,0.033138401,0.031373418,0.169234846
1111,Alabama,Randolph County,5494,6206,6400,2658,1967,22725,0.241760176,0.273091309,0.281628163,0.116963696,0.086556656,0.021516656,0.023813562,0.064464686,0.044914059,0.042906134,0.197615098
1113,Alabama,Russell County,15253,19515,14733,4999,3281,57781,0.263979509,0.33774078,0.254980011,0.086516329,0.056783372,0.023494176,0.029450996,0.058364924,0.03322227,0.028147517,0.172679884
1115,Alabama,St. Clair County,21881,27647,24424,8944,5794,88690,0.246713271,0.311726237,0.275386177,0.100845642,0.065328673,0.021957481,0.027182528,0.063035896,0.038724727,0.032383423,0.183284055
1117,Alabama,Shelby County,55786,68257,58577,20280,12807,215707,0.258619331,0.316433866,0.271558178,0.09401642,0.059372204,0.02301712,0.027593033,0.062159667,0.036102305,0.029430802,0.178302928
1119,Alabama,Sumter County,3062,4243,3100,1262,1024,12691,0.241273343,0.334331416,0.244267591,0.099440548,0.080687101,0.021473328,0.029153699,0.055912852,0.038185171,0.039996596,0.184721645
1121,Alabama,Talladega County,18805,24487,22166,8664,5706,79828,0.235568973,0.306747006,0.277671995,0.108533347,0.071478679,0.020965639,0.026748339,0.06355912,0.041676805,0.035431981,0.188381884
1123,Alabama,Tallapoosa County,9200,11002,11564,5211,3520,40497,0.227177322,0.271674445,0.285552016,0.128676198,0.086920019,0.020218782,0.023690012,0.065362857,0.04941166,0.043086253,0.201769563
1125,Alabama,Tuscaloosa County,53972,79885,47311,16905,10838,208911,0.258349249,0.382387715,0.226464858,0.080919626,0.051878551,0.022993083,0.033344209,0.051837806,0.031073136,0.025716198,0.164964432
1127,Alabama,Walker County,15441,18483,17476,7290,5021,63711,0.242360032,0.290106889,0.274301141,0.114422941,0.078808997,0.021570043,0.025297321,0.062787531,0.043938409,0.03906562,0.192658924
1129,Alabama,Washington County,3993,4602,4653,1848,1282,16378,0.243802662,0.280986689,0.284100623,0.11283429,0.078275736,0.021698437,0.024502039,0.065030633,0.043328367,0.038801282,0.193360758
1131,Alabama,Wilcox County,2824,2997,2740,1222,844,10627,0.265738214,0.282017503,0.25783382,0.11499012,0.079420344,0.023650701,0.024591926,0.059018161,0.044156206,0.039368665,0.190785659
1133,Alabama,Winston County,5325,6368,6866,2937,2164,23660,0.225063398,0.269146238,0.290194421,0.124133559,0.091462384,0.020030642,0.023469552,0.066425503,0.047667287,0.045337904,0.202930888
2013,Alaska,Aleutians East Borough,326,1597,1268,226,98,3515,0.092745377,0.454338549,0.360739687,0.064295875,0.027880512,0.008254339,0.039618321,0.082573314,0.024689616,0.01382037,0.16895596
2016,Alaska,Aleutians West Census Area,740,2512,2077,327,67,5723,0.129302813,0.438930631,0.362921545,0.057137865,0.011707147,0.01150795,0.038274751,0.083072742,0.02194094,0.005803233,0.160599616
2020,Alaska,Anchorage Municipality,78030,110745,70430,21160,11173,291538,0.2676495,0.379864717,0.241580857,0.07258059,0.038324335,0.023820806,0.033124203,0.055297858,0.027870946,0.018997373,0.159111187
2050,Alaska,Bethel Census Area,7134,6003,3677,948,454,18216,0.391633729,0.329545455,0.201855512,0.052042161,0.024923144,0.034855402,0.028736364,0.046204727,0.01998419,0.012354403,0.142135085
2060,Alaska,Bristol Bay Borough,187,290,273,83,44,877,0.21322691,0.330672748,0.311288483,0.094640821,0.050171038,0.018977195,0.028834664,0.071253934,0.036342075,0.024869783,0.180277651
2068,Alaska,Denali Borough,409,719,686,183,62,2059,0.198640117,0.34919864,0.333171442,0.088878096,0.030111705,0.01767897,0.030450121,0.076262943,0.034129189,0.014926372,0.173447596
2070,Alaska,Dillingham Census Area,1722,1657,1151,314,156,5000,0.3444,0.3314,0.2302,0.0628,0.0312,0.0306516,0.02889808,0.05269278,0.0241152,0.01546584,0.1518235
2090,Alaska,Fairbanks North Star Borough,26466,41323,20978,7114,3090,98971,0.267411666,0.417526346,0.21196108,0.071879642,0.031221267,0.023799638,0.036408297,0.048517891,0.027601782,0.015476382,0.151803991
2100,Alaska,Haines Borough,470,650,808,391,155,2474,0.189975748,0.262732417,0.326596605,0.158043654,0.062651576,0.016907842,0.022910267,0.074757963,0.060688763,0.031056386,0.206321221
2105,Alaska,Hoonah-Angoon Census Area,431,524,713,323,160,2151,0.20037192,0.243607624,0.331473733,0.150162715,0.074384007,0.017833101,0.021242585,0.075874338,0.057662483,0.036872152,0.209484658
2110,Alaska,Juneau City and Borough,7588,11278,8949,2981,1317,32113,0.236290599,0.351197334,0.278672189,0.09282845,0.041011428,0.021029863,0.030624408,0.063788064,0.035646125,0.020329365,0.171417825
2122,Alaska,Kenai Peninsula Borough,14447,17467,16431,6881,3307,58533,0.246818034,0.298412861,0.280713444,0.117557617,0.056498044,0.021966805,0.026021601,0.064255307,0.045142125,0.02800608,0.185391919
2130,Alaska,Ketchikan Gateway Borough,3404,4502,3850,1402,760,13918,0.24457537,0.323466015,0.276620204,0.100732864,0.054605547,0.021767208,0.028206237,0.063318365,0.03868142,0.02706797,0.179041198
2150,Alaska,Kodiak Island Borough,3743,4897,3326,918,461,13345,0.28047958,0.366953915,0.249231922,0.068789809,0.034544773,0.024962683,0.031998381,0.057049187,0.026415287,0.017123844,0.157549382
2158,Alaska,Kusilvak Census Area,3658,2704,1445,343,153,8303,0.440563652,0.325665422,0.174033482,0.04131037,0.018427075,0.039210165,0.028398025,0.039836264,0.015863182,0.009134301,0.132441937
2164,Alaska,Lake and Peninsula Borough,489,530,406,112,50,1587,0.308128544,0.333963453,0.255828607,0.070573409,0.031505986,0.02742344,0.029121613,0.058559168,0.027100189,0.015617517,0.157821928
2170,Alaska,Matanuska-Susitna Borough,31345,36053,27398,8766,4048,107610,0.291283338,0.335033919,0.254604591,0.081460831,0.037617322,0.025924217,0.029214958,0.058278991,0.031280959,0.018646906,0.163346031
2180,Alaska,Nome Census Area,3760,3435,2039,545,229,10008,0.37569944,0.34322542,0.20373701,0.054456435,0.022881695,0.03343725,0.029929257,0.046635402,0.020911271,0.011342456,0.142255635
2185,Alaska,North Slope Borough,2817,3461,2921,481,192,9872,0.285352512,0.35058752,0.295887358,0.048723663,0.019448947,0.025396374,0.030571232,0.067728616,0.018709887,0.009640843,0.152046951
2188,Alaska,Northwest Arctic Borough,2935,2586,1589,333,228,7671,0.382609829,0.337113805,0.207143788,0.043410246,0.029722331,0.034052275,0.029396324,0.047415213,0.016669535,0.014733359,0.142266706
2195,Alaska,Petersburg Borough,737,938,931,417,198,3221,0.228810928,0.291213909,0.289040671,0.1294629,0.061471593,0.020364173,0.025393853,0.06616141,0.049713753,0.030471468,0.192104657
2198,Alaska,Prince of Wales-Hyder Census Area,1622,1796,1908,794,302,6422,0.252569293,0.279663656,0.297103706,0.123637496,0.047025849,0.022478667,0.024386671,0.068007038,0.047476799,0.023310713,0.185659888
2220,Alaska,Sitka City and Borough,2049,2937,2300,840,521,8647,0.236960796,0.339655372,0.265988204,0.097143518,0.060252111,0.021089511,0.029617948,0.0608847,0.037303111,0.029866971,0.178762241
2230,Alaska,Skagway Municipality,191,478,312,108,59,1148,0.166376307,0.416376307,0.271777003,0.094076655,0.051393728,0.014807491,0.036308014,0.062209756,0.036125436,0.025475871,0.174926568
2240,Alaska,Southeast Fairbanks Census Area,1878,2196,1839,677,328,6918,0.271465742,0.317432784,0.265828274,0.097860653,0.047412547,0.024160451,0.027680139,0.060848092,0.037578491,0.0235024,0.173769572
2261,Alaska,Valdez-Cordova Census Area,2341,2813,2754,914,342,9164,0.255456133,0.306962025,0.300523789,0.099738106,0.037319948,0.022735596,0.026767089,0.068789895,0.038299433,0.018499498,0.17509151
2275,Alaska,Wrangell City and Borough,549,609,797,357,191,2503,0.219336796,0.24330803,0.318417899,0.142628845,0.07630843,0.019520975,0.02121646,0.072885857,0.054769477,0.037826089,0.206218857
2282,Alaska,Yakutat City and Borough,117,182,187,75,43,604,0.193708609,0.301324503,0.309602649,0.124172185,0.071192053,0.017240066,0.026275497,0.070868046,0.047682119,0.035289901,0.197355629
2290,Alaska,Yukon-Koyukuk Census Area,1608,1633,1276,542,268,5327,0.301858457,0.30655153,0.239534447,0.101745823,0.050309743,0.026865403,0.026731293,0.054829435,0.039070396,0.02493854,0.172435067
4001,Arizona,Apache County,21635,21811,17386,6472,4514,71818,0.301247598,0.303698237,0.242084157,0.090116684,0.062853324,0.026811036,0.026482486,0.055413064,0.034604807,0.031156393,0.174467785
4003,Arizona,Cochise County,30974,37327,30143,16152,12174,126770,0.244332255,0.294446636,0.237777077,0.127411848,0.096032184,0.021745571,0.025675747,0.054427173,0.04892615,0.047603154,0.198377794
4005,Arizona,Coconino County,38493,55679,30827,11394,6461,142854,0.269456928,0.389761575,0.215793747,0.079759755,0.045227995,0.023981667,0.033987209,0.049395189,0.030627746,0.022419517,0.160411328
4007,Arizona,Gila County,11828,12425,14130,8961,6545,53889,0.219488207,0.230566535,0.262205645,0.166286255,0.121453358,0.01953445,0.020105402,0.060018872,0.063853922,0.060204429,0.223717076
4009,Arizona,Graham County,11533,13235,7994,3018,2292,38072,0.302926035,0.347630805,0.209970582,0.079270855,0.060201723,0.026960417,0.030313406,0.048062266,0.030440008,0.029841994,0.165618092
4011,Arizona,Greenlee County,2833,3273,2129,703,545,9483,0.298745123,0.345143942,0.224507013,0.074132658,0.057471264,0.026588316,0.030096552,0.051389655,0.028466941,0.028488506,0.165029969
4012,Arizona,La Paz County,3891,4511,4409,3852,4435,21098,0.184425064,0.213811736,0.208977154,0.182576548,0.210209499,0.016413831,0.018644383,0.047834871,0.070109394,0.104200848,0.257203327
4013,Arizona,Maricopa County,1169492,1509634,1062413,388110,281175,4410824,0.265141389,0.342256685,0.240864972,0.087990362,0.063746592,0.023597584,0.029844783,0.055133992,0.033788299,0.031599186,0.173963843
4015,Arizona,Mohave County,39380,49574,57070,35989,27537,209550,0.187926509,0.23657361,0.272345502,0.171744214,0.131410165,0.016725459,0.020629219,0.062339885,0.065949778,0.065140019,0.23078436
4017,Arizona,Navajo County,32286,31568,26581,12107,7903,110445,0.292326497,0.285825524,0.240671828,0.109620173,0.071555978,0.026017058,0.024923986,0.055089781,0.042094146,0.035470298,0.18359527
4019,Arizona,Pima County,248777,341786,243255,116499,88756,1039073,0.239422062,0.328933578,0.234107709,0.112118205,0.085418445,0.021308563,0.028683008,0.053587255,0.043053391,0.042341923,0.18897414
4021,Arizona,Pinal County,110916,142028,103065,54870,36259,447138,0.248057647,0.317637955,0.230499309,0.122713793,0.081091296,0.022077131,0.02769803,0.052761292,0.047122097,0.040196956,0.189855504
4023,Arizona,Santa Cruz County,13839,13263,10988,4915,3506,46511,0.297542517,0.28515835,0.236245189,0.105673927,0.075380018,0.026481284,0.024865808,0.054076524,0.040578788,0.037365875,0.183368278
4025,Arizona,Yavapai County,42340,51926,64449,43542,29736,231993,0.182505507,0.223825719,0.277805796,0.187686697,0.128176281,0.01624299,0.019517603,0.063589747,0.072071692,0.063536983,0.234959014
4027,Arizona,Yuma County,59660,70412,42228,19578,20250,212128,0.281245286,0.331931664,0.199068487,0.092293332,0.095461231,0.02503083,0.028944441,0.045566777,0.03544064,0.047320132,0.18230282
5001,Arkansas,Arkansas County,4437,5095,4753,2004,1480,17769,0.249704542,0.286735326,0.267488322,0.112780685,0.083291125,0.022223704,0.02500332,0.061228077,0.043307783,0.041287411,0.193050295
5003,Arkansas,Ashley County,5014,5559,5392,2367,1714,20046,0.250124713,0.277312182,0.268981343,0.11807842,0.085503342,0.022261099,0.024181622,0.061569829,0.045342113,0.042384007,0.195738671
5005,Arkansas,Baxter County,8061,9493,11205,6759,6101,41619,0.193685576,0.228092938,0.269227997,0.162401788,0.146591701,0.017238016,0.019889704,0.061626288,0.062362286,0.072665506,0.233781802
5007,Arkansas,Benton County,77966,94774,63311,21371,15186,272608,0.286000411,0.347656709,0.2322419,0.078394618,0.055706362,0.025454037,0.030315665,0.053160171,0.030103533,0.027613644,0.16664705
5009,Arkansas,Boone County,9326,10647,9764,4348,3395,37480,0.248826041,0.284071505,0.260512273,0.116008538,0.090581644,0.022145518,0.024771035,0.059631259,0.044547279,0.044901321,0.195996411
5011,Arkansas,Bradley County,2834,3166,2830,1132,935,10897,0.260071579,0.29053868,0.259704506,0.103881802,0.085803432,0.023146371,0.025334973,0.059446361,0.039890612,0.042532761,0.190351078
5013,Arkansas,Calhoun County,1113,1476,1551,665,472,5277,0.210915293,0.279704377,0.293916998,0.126018571,0.08944476,0.018771461,0.024390222,0.067277601,0.048391131,0.044337768,0.203168183
5015,Arkansas,Carroll County,6699,7448,7532,3997,2547,28223,0.2373596,0.263898239,0.266874535,0.141622081,0.090245544,0.021125004,0.023011926,0.061087581,0.054382879,0.044734716,0.204342108
5017,Arkansas,Chicot County,2559,2897,2860,1127,995,10438,0.245161908,0.277543591,0.27399885,0.107970876,0.095324775,0.02181941,0.024201801,0.062718337,0.041460816,0.047252491,0.197452855
5019,Arkansas,Clark County,5732,7762,4880,2049,1638,22061,0.259825031,0.351842618,0.221204841,0.092878836,0.074248674,0.023124428,0.030680676,0.050633788,0.035665473,0.036805068,0.176909433
5021,Arkansas,Clay County,3533,4156,3979,1736,1443,14847,0.237960531,0.27992187,0.268000269,0.116925978,0.097191352,0.021178487,0.024409187,0.061345262,0.044899576,0.048177753,0.200010265
5023,Arkansas,Cleburne County,5180,6185,6913,3568,3119,24965,0.207490487,0.247746846,0.276907671,0.142920088,0.124934909,0.018466653,0.021603525,0.063384166,0.054881314,0.061930234,0.220265892
5025,Arkansas,Cleveland County,1934,2187,2214,983,700,8018,0.241207284,0.272761287,0.27612871,0.122599152,0.087303567,0.021467448,0.023784784,0.063205862,0.047078074,0.043276378,0.198812547
5027,Arkansas,Columbia County,6338,7637,5461,2224,1877,23537,0.269278158,0.324467859,0.232017674,0.094489527,0.079746782,0.023965756,0.028293597,0.053108846,0.036283978,0.03953048,0.181182657
5029,Arkansas,Conway County,5121,5944,5731,2265,1830,20891,0.245129482,0.284524436,0.274328658,0.108419894,0.08759753,0.021816524,0.024810531,0.06279383,0.041633239,0.043422096,0.194476219
5031,Arkansas,Craighead County,30591,38569,24368,8651,6379,108558,0.281794064,0.355284733,0.224469869,0.07969012,0.058761215,0.025079672,0.030980829,0.051381153,0.030601006,0.029127934,0.167170594
5033,Arkansas,Crawford County,16958,19276,16625,6137,4410,63406,0.26745103,0.304009084,0.262199161,0.096788947,0.069551777,0.023803142,0.026509592,0.060017388,0.037166956,0.034476816,0.181973894
5035,Arkansas,Crittenden County,14328,15191,11985,4059,2779,48342,0.296388234,0.314240205,0.247921062,0.083964255,0.057486244,0.026378553,0.027401746,0.056749131,0.032242274,0.028495931,0.171267635
5037,Arkansas,Cross County,4295,4886,4365,1799,1331,16676,0.257555769,0.292995922,0.261753418,0.107879587,0.079815303,0.022922463,0.025549244,0.059915357,0.041425762,0.039564446,0.189377273
5039,Arkansas,Dallas County,1675,1881,1961,929,736,7182,0.233221944,0.261904762,0.27304372,0.129351156,0.102478418,0.020756753,0.022838095,0.062499708,0.049670844,0.050798552,0.206563952
5041,Arkansas,Desha County,3200,3155,2969,1261,927,11512,0.277970813,0.274061849,0.257904795,0.109537874,0.08052467,0.024739402,0.023898193,0.059034408,0.042062543,0.039916079,0.189650625
5043,Arkansas,Drew County,4667,6054,4400,1720,1487,18328,0.254637713,0.330314273,0.240069838,0.093845482,0.081132693,0.022662756,0.028803405,0.054951986,0.036036665,0.040217476,0.182672288
5045,Arkansas,Faulkner County,32976,48001,28247,9484,6098,124806,0.264218066,0.384604907,0.22632726,0.075989936,0.04885983,0.023515408,0.033537548,0.05180631,0.029180136,0.024219818,0.162259219
5047,Arkansas,Franklin County,4502,5152,4713,1897,1546,17810,0.252779337,0.289275688,0.264626614,0.106513195,0.086805166,0.022497361,0.02522484,0.060573032,0.040901067,0.043029321,0.19222562
5049,Arkansas,Fulton County,2766,2883,3399,1780,1441,12269,0.225446247,0.234982476,0.277039694,0.145081099,0.117450485,0.020064716,0.020490472,0.063414386,0.055711142,0.058220205,0.217900921
5051,Arkansas,Garland County,22017,27246,26259,13314,10318,99154,0.222048531,0.274784678,0.264830466,0.134275975,0.104060351,0.019762319,0.023961224,0.060619694,0.051561974,0.051582716,0.207487927
5053,Arkansas,Grant County,4478,5469,4966,1897,1378,18188,0.24620629,0.300692764,0.273037167,0.104299538,0.07576424,0.02191236,0.026220409,0.062498208,0.040051023,0.037556334,0.188238333
5055,Arkansas,Greene County,12138,14507,11438,4223,3019,45325,0.267799228,0.320066189,0.252355212,0.093171539,0.066607832,0.023834131,0.027909772,0.057764108,0.035777871,0.033017502,0.178303384
